temp_max,temp_min,rainfall,humidity,wind_speed,soil_moisture,ndvi,altitude,fall_armyworm,ear_rot,stem_borer,corn_earworm,locust
32.8,19.3,1.1,80.8,3.2,54.4,0.61,1578.2,High,High,Medium,Low,Low
36.0,25.0,3.1,84.4,5.1,12.7,0.39,995.1,None,High,None,None,Medium
30.5,26.0,1.4,80.2,1.6,18.8,0.48,1825.6,None,Low,High,None,High
31.5,24.3,12.3,74.5,1.0,37.4,0.68,1438.3,High,Low,Low,Medium,High
38.8,24.4,2.0,67.5,2.1,34.1,0.82,1400.4,None,Low,High,High,None
28.2,18.5,15.2,87.9,1.5,12.3,0.23,2205.9,None,Low,None,None,None
29.0,21.8,3.8,92.8,2.8,10.4,0.25,816.3,Medium,None,None,None,High
30.5,16.7,5.0,70.0,4.4,59.4,0.43,2156.5,High,Low,Low,Low,High
28.3,16.9,3.9,91.6,4.9,42.9,0.36,1771.5,None,Medium,Low,Medium,Low
30.2,26.0,0.7,74.2,6.4,28.3,0.39,2476.4,Medium,Medium,High,Low,Medium
35.0,19.3,2.4,71.9,5.4,33.5,0.35,1802.1,Medium,High,None,Low,High
33.1,23.5,0.5,67.7,5.1,23.3,0.34,894.1,High,Medium,Medium,Low,High
38.7,24.1,4.9,55.5,3.6,27.2,0.29,886.1,High,None,None,Low,High
37.8,24.6,3.0,45.2,4.1,42.5,0.85,2301.4,High,Medium,High,High,None
32.1,26.0,7.5,57.1,3.6,54.1,0.3,2230.1,Medium,High,High,None,Medium
31.1,18.4,1.2,70.5,6.8,19.2,0.34,1388.0,Low,Low,Low,None,None
32.6,16.4,0.9,64.0,2.2,52.0,0.37,1850.7,None,Medium,None,High,High
35.1,20.1,2.6,67.4,0.5,16.1,0.85,1632.3,Medium,None,Medium,High,None
31.2,17.3,13.1,94.0,5.4,20.7,0.73,2444.2,High,Low,None,None,Medium
35.5,16.2,6.2,62.5,2.0,11.9,0.75,2414.9,Medium,High,None,High,Medium
32.9,19.6,2.7,67.6,7.2,17.0,0.27,2472.5,None,High,Medium,Medium,High
34.6,23.8,3.6,51.7,6.9,55.9,0.79,2273.0,Low,Medium,High,Low,Medium
33.2,21.7,0.4,47.4,1.1,33.0,0.49,2346.2,Medium,Medium,High,Low,None
31.5,19.1,20.9,83.8,1.3,13.9,0.38,1169.4,Medium,High,Medium,Low,Medium
39.4,22.5,5.5,73.5,4.2,58.0,0.6,2212.7,Medium,High,Medium,None,Low
37.2,18.3,1.7,83.0,5.1,53.9,0.78,2005.1,Medium,Low,High,Low,Low
29.7,16.1,4.4,52.5,2.6,47.7,0.75,2436.7,None,Medium,Medium,Medium,High
38.4,23.6,0.6,73.6,5.9,56.7,0.82,1771.1,High,Low,Low,High,Medium
33.8,22.2,16.9,57.7,5.0,21.0,0.85,944.8,Medium,None,High,Low,Medium
38.7,23.6,1.0,56.4,2.9,51.8,0.37,1815.6,None,Low,None,Low,Medium
37.6,16.4,5.2,45.6,0.7,44.5,0.5,1967.2,Low,High,None,Low,High
33.1,24.4,1.4,51.5,6.1,53.5,0.21,1174.5,High,High,Medium,Medium,High
28.3,22.2,6.3,60.5,2.1,49.8,0.82,1470.0,High,High,None,High,Medium
31.2,21.6,7.5,50.8,6.8,27.3,0.31,1817.5,Low,None,Low,Low,High
34.5,22.2,5.6,94.3,3.7,48.7,0.8,1436.0,None,Medium,Low,Medium,Low
35.6,24.6,4.8,60.4,4.8,23.1,0.43,1437.4,None,None,Medium,Low,Medium
31.1,21.9,11.1,51.5,7.0,26.4,0.46,1026.2,Low,None,High,Medium,High
29.7,21.8,0.4,55.0,7.0,15.4,0.23,2399.3,Medium,High,None,None,Low
38.0,25.9,2.0,74.4,3.3,56.8,0.43,2075.8,Medium,Low,Low,Low,Low
39.8,23.6,1.4,48.2,2.1,24.6,0.82,802.1,Medium,High,None,Low,High
34.3,20.4,22.1,88.1,6.3,36.0,0.22,2101.5,Medium,None,Medium,High,None
30.1,23.1,2.5,93.1,3.7,29.6,0.48,2057.7,None,Low,Medium,Medium,Low
31.3,19.9,6.6,57.3,1.9,58.0,0.22,816.5,None,Medium,Low,High,Low
28.2,18.3,5.8,67.5,7.3,26.8,0.46,1428.3,Low,None,None,None,None
39.0,22.0,1.2,46.1,2.0,48.9,0.32,1831.5,None,Low,Medium,Low,High
29.4,25.3,1.4,77.0,0.7,52.8,0.38,1569.7,None,None,Medium,Low,Low
34.9,25.3,1.7,65.7,0.7,31.8,0.81,2122.6,Medium,Medium,None,Medium,Low
31.3,19.4,2.6,58.5,5.2,28.9,0.51,1523.3,High,High,Low,High,High
34.7,21.3,1.3,55.3,5.5,47.4,0.39,1061.6,High,High,Low,High,Low
35.8,18.1,0.1,77.7,2.8,55.6,0.61,2459.9,High,High,High,Medium,Medium
38.0,26.0,10.6,65.8,2.9,47.7,0.3,1211.5,Medium,High,High,Medium,High
30.5,25.8,16.8,54.0,3.0,21.4,0.38,2020.1,Medium,High,Medium,High,High
28.1,22.5,2.1,79.5,5.6,54.4,0.58,1043.4,Low,Medium,High,Low,High
29.6,24.0,2.1,73.3,0.9,29.4,0.37,1359.3,High,Medium,Medium,High,None
38.8,23.2,0.0,87.9,7.5,38.8,0.68,1551.4,None,Low,High,High,None
38.5,21.9,5.7,50.9,2.2,51.6,0.54,1126.8,None,High,None,Low,Low
35.2,16.5,8.7,84.3,8.0,19.4,0.74,1564.9,Low,None,Low,Medium,None
35.2,20.5,0.8,78.7,1.8,49.2,0.86,1067.2,High,None,Medium,Low,Medium
36.0,22.7,0.9,50.8,6.3,39.8,0.28,1750.3,High,High,Medium,None,Low
30.1,22.8,7.8,79.7,2.2,54.7,0.43,1928.3,High,None,None,Medium,Medium
39.0,19.7,4.8,67.1,1.1,18.6,0.42,906.1,Medium,High,Low,None,Low
33.0,25.4,0.2,92.2,7.1,31.0,0.31,2280.9,Medium,Medium,Low,Low,Low
32.6,17.7,4.9,52.1,6.9,51.6,0.77,1114.7,High,Low,Low,High,Low
34.2,21.0,1.8,77.1,3.5,11.0,0.73,1183.1,Medium,Medium,Low,None,None
28.6,22.9,2.3,64.1,5.8,15.6,0.54,1924.3,High,High,Medium,None,Medium
30.0,23.0,7.3,92.8,4.7,59.5,0.58,1596.9,Low,None,High,Medium,Medium
36.9,22.5,8.3,61.5,6.9,24.0,0.24,1649.0,Low,High,Medium,Low,High
29.0,18.8,2.6,93.1,2.9,58.8,0.59,1017.9,High,High,High,Low,High
35.2,17.6,14.7,90.1,4.4,19.1,0.75,2169.8,None,None,High,Low,Medium
30.9,22.4,2.6,58.5,4.1,28.1,0.6,1849.0,High,None,Low,None,Medium
32.7,22.0,7.4,85.2,3.2,47.6,0.39,1030.1,Medium,None,Low,None,None
31.5,17.8,3.3,94.8,7.2,42.9,0.67,1435.8,High,None,None,High,None
32.3,23.1,11.4,57.6,1.7,39.1,0.45,2177.7,Low,None,High,None,High
36.6,20.6,11.9,66.8,1.6,36.5,0.58,1766.2,Medium,Medium,None,Low,None
31.6,22.7,0.5,71.0,4.8,52.2,0.54,984.7,Low,Low,Medium,High,Low
34.8,24.4,13.8,59.7,5.4,21.7,0.47,1433.7,Medium,High,Low,High,None
33.7,17.7,8.7,45.8,2.0,32.1,0.7,1212.6,Medium,Low,High,None,None
36.0,16.2,7.8,56.0,3.4,17.8,0.82,1679.7,High,Low,Low,Medium,High
39.2,23.8,1.1,59.1,7.6,39.8,0.2,2233.7,Medium,Medium,High,Medium,Low
36.8,22.1,8.2,67.2,2.3,22.5,0.85,1541.7,Low,High,Low,Medium,Low
30.6,23.0,9.5,53.6,5.5,26.7,0.56,1536.7,High,Medium,Low,High,None
28.4,24.4,1.7,88.7,6.1,33.6,0.69,2339.1,Low,Low,Medium,Low,Medium
31.1,24.0,15.2,80.2,3.9,11.3,0.8,1779.5,Low,High,High,None,Medium
35.1,25.6,0.3,49.3,7.5,14.6,0.53,1762.5,None,Low,Medium,Low,Low
28.6,21.4,0.8,77.5,6.0,44.3,0.78,1245.2,High,None,High,Medium,High
34.0,20.9,3.9,77.7,3.9,31.4,0.32,1833.1,Low,Low,High,Medium,None
35.2,20.0,4.3,92.8,4.8,53.2,0.31,1779.0,Low,High,High,None,Medium
32.0,17.5,5.2,45.2,5.7,44.7,0.66,1474.6,High,None,Low,None,Medium
37.3,21.7,0.1,57.4,4.9,10.4,0.81,2484.2,High,Medium,Low,High,High
29.3,18.8,16.1,91.4,7.1,40.8,0.82,2299.2,None,Medium,None,None,None
28.9,25.2,0.2,91.6,3.2,14.7,0.65,2074.3,High,High,High,Low,None
36.7,21.8,0.8,81.0,2.7,49.0,0.57,1713.5,High,Low,High,High,Low
33.9,21.9,0.1,83.3,2.1,59.6,0.43,1585.5,None,Low,Medium,Low,None
36.3,19.5,4.2,49.6,0.8,36.6,0.89,1114.3,High,Low,Low,None,None
33.2,16.5,13.5,70.7,0.8,44.1,0.42,1319.8,Medium,Low,None,Low,Low
31.0,16.3,5.5,56.6,7.0,21.9,0.72,2115.7,Medium,Medium,High,Medium,Low
37.8,20.2,8.6,54.1,5.6,31.9,0.57,1571.4,Low,Medium,None,Low,High
37.6,16.8,0.1,85.5,5.5,52.8,0.63,2299.9,Medium,High,High,High,None
36.3,22.1,3.9,51.8,5.1,18.4,0.48,1051.4,None,High,Low,Low,High
31.3,24.8,3.1,68.4,6.9,23.3,0.88,1664.2,High,High,Low,Medium,High
35.1,24.8,3.5,91.9,4.1,32.3,0.6,1899.8,None,Low,High,None,High
32.3,22.6,0.4,54.3,7.0,45.6,0.86,1678.6,Low,High,None,Low,High
29.1,18.1,5.8,93.9,3.2,28.8,0.21,2311.7,None,None,Low,Medium,High
39.0,24.6,3.5,94.7,7.5,56.4,0.6,2482.3,High,Medium,High,None,High
29.6,24.9,7.2,72.8,5.7,14.7,0.7,996.9,Low,Medium,Medium,Medium,Low
39.4,18.0,3.3,53.5,2.4,28.5,0.72,1020.9,Low,High,High,None,Medium
33.4,23.4,0.8,60.8,4.7,45.4,0.83,1021.6,Low,Low,High,None,High
30.2,18.9,5.2,66.2,4.5,21.3,0.2,1958.0,High,High,None,Medium,Low
34.5,24.0,0.9,60.5,1.5,42.8,0.2,1433.5,Low,High,None,Medium,None
38.5,26.0,10.3,59.0,4.9,18.2,0.53,2046.6,High,Medium,Low,None,High
36.8,16.3,4.7,93.6,2.9,12.8,0.22,1489.3,None,High,Low,High,Medium
37.7,25.0,0.9,52.7,0.9,16.1,0.88,1866.9,None,None,Low,None,High
35.9,22.2,16.4,81.7,7.6,56.5,0.36,2108.8,Medium,None,High,None,None
36.3,25.7,3.7,45.0,5.3,37.6,0.53,1732.0,High,High,None,None,Medium
38.2,20.7,0.4,74.8,7.1,49.8,0.24,1717.2,None,Medium,Medium,None,None
31.0,24.5,4.9,90.8,5.6,26.6,0.57,950.0,None,Medium,None,None,High
33.9,16.6,1.5,59.4,3.2,39.6,0.47,1498.3,None,Low,None,High,None
30.7,19.4,8.1,54.3,4.3,34.7,0.23,1727.8,Medium,None,Low,Low,High
39.9,16.7,8.5,77.6,5.6,57.3,0.43,1585.4,Low,Low,High,Low,None
39.3,25.8,19.3,80.6,7.7,47.4,0.47,2331.3,High,Low,None,High,None
28.5,24.2,3.5,79.4,2.4,46.5,0.89,2341.1,None,None,Medium,Low,None
36.5,24.5,3.0,61.0,7.1,12.3,0.35,2197.3,None,None,Medium,None,Low
39.1,25.4,7.0,57.6,7.4,37.5,0.58,1438.0,Low,Medium,None,Low,Medium
30.2,16.9,0.7,92.8,5.5,33.3,0.89,2019.4,Medium,Medium,Medium,None,None
34.8,19.9,4.0,91.2,7.5,56.4,0.75,1472.0,Medium,None,High,Low,Low
39.0,16.7,4.0,67.9,3.5,22.9,0.9,1195.4,None,Medium,Medium,Low,None
28.4,18.1,0.5,87.3,7.6,23.5,0.88,1382.9,High,High,None,Medium,High
36.4,18.3,2.7,67.6,5.8,30.6,0.54,920.6,Low,Low,Medium,Medium,None
31.6,20.7,9.6,66.2,0.8,22.2,0.69,1364.0,Medium,High,Medium,High,Low
39.1,18.7,9.7,52.8,7.3,16.5,0.28,1583.3,Medium,High,None,Medium,Medium
39.7,17.0,0.5,66.3,4.1,52.9,0.51,2424.3,None,None,None,None,High
39.3,17.7,0.5,71.9,4.0,37.9,0.77,1332.8,High,None,None,None,High
33.7,17.5,1.5,46.1,4.7,53.1,0.55,2334.2,High,Low,None,Medium,High
38.3,25.7,10.4,67.2,1.6,51.6,0.69,1189.1,Low,Medium,Low,None,None
38.1,23.6,0.7,84.1,4.0,24.1,0.72,1124.6,Medium,Low,Low,None,High
31.8,25.7,6.4,79.0,6.7,37.4,0.38,1682.3,Low,Low,Low,Medium,High
37.9,20.4,0.5,76.8,0.6,14.2,0.81,1943.3,Medium,Medium,High,Low,High
28.4,18.8,4.9,90.5,2.5,55.8,0.52,875.4,Low,None,Medium,High,Low
35.2,24.0,2.2,45.9,0.5,30.2,0.35,1175.8,High,High,High,Low,High
30.8,19.3,7.8,72.9,3.6,29.7,0.81,1574.7,None,None,Medium,High,Low
29.4,19.0,1.3,84.4,6.0,25.1,0.49,1362.7,None,High,None,High,Medium
28.9,18.3,5.1,72.1,6.5,33.0,0.73,2011.5,Low,None,Low,None,Low
36.4,17.3,1.3,61.2,7.6,22.6,0.58,1669.0,None,None,High,Medium,Low
32.1,18.6,6.3,51.8,5.1,28.7,0.47,1072.6,Medium,None,None,Medium,Medium
36.7,19.6,10.3,89.4,2.4,50.0,0.77,2320.6,None,High,None,Medium,Low
28.8,22.7,0.7,68.5,7.4,51.7,0.61,1297.9,High,None,Low,Low,High
31.8,16.6,10.1,88.9,6.3,25.2,0.47,2042.9,None,Medium,Low,Low,Medium
34.5,18.1,4.5,74.3,4.8,33.5,0.28,2125.9,Medium,High,Low,Low,Medium
37.5,24.1,0.7,78.7,5.7,53.7,0.83,2437.4,Medium,Medium,None,Low,None
31.8,17.5,2.8,85.2,7.4,12.6,0.22,1647.5,High,Low,Low,High,High
35.5,19.4,0.9,78.0,5.8,54.5,0.8,1846.9,High,High,Medium,Low,Medium
38.6,24.6,6.0,64.9,3.3,21.0,0.45,1369.3,High,High,Low,None,None
35.4,17.5,7.1,70.7,5.8,43.9,0.65,1952.9,High,Low,Medium,None,High
30.8,16.8,0.6,85.2,0.8,39.1,0.85,1587.8,Low,Medium,Medium,High,None
28.3,20.8,3.5,63.7,3.4,37.6,0.31,1544.0,High,High,Medium,Medium,None
38.4,19.0,8.4,64.4,3.5,53.0,0.6,2254.3,High,High,None,High,Medium
28.3,21.6,13.8,49.8,1.8,15.1,0.74,885.3,None,Low,Medium,High,Medium
38.5,24.0,3.6,90.7,0.7,27.4,0.73,2299.3,Medium,High,None,High,None
34.3,17.4,15.0,49.6,1.5,36.9,0.57,2248.5,None,Low,Low,Medium,Low
39.3,21.8,3.8,77.4,5.4,50.6,0.64,1660.8,Medium,Low,Medium,None,High
37.6,21.1,2.5,65.7,6.5,20.8,0.73,1633.3,Low,None,None,None,Low
40.0,17.4,9.4,65.3,7.9,50.1,0.79,1415.1,Medium,None,Low,Medium,None
32.2,22.2,3.4,79.0,3.1,30.0,0.73,2490.1,Medium,Medium,None,Low,High
37.2,18.7,3.2,48.4,5.0,19.4,0.45,989.0,High,Medium,None,Medium,Low
32.8,20.9,3.4,74.7,7.5,47.9,0.9,1803.4,Medium,None,Low,Low,Medium
33.8,16.8,9.4,83.6,1.8,14.5,0.5,1958.9,High,Low,High,Medium,None
35.5,20.6,8.9,86.4,5.9,35.7,0.22,2388.4,Low,Low,Low,None,Medium
38.5,19.1,2.6,53.5,6.2,13.2,0.45,2126.3,Low,High,Low,None,Low
39.8,24.2,2.0,89.9,1.2,27.8,0.29,1894.5,Low,High,Medium,Medium,High
37.2,16.6,3.4,77.8,7.0,40.1,0.29,998.6,Low,Low,Medium,None,Low
33.0,20.2,4.3,89.1,6.6,37.8,0.4,1435.3,Low,High,High,Medium,Medium
33.1,20.6,1.4,69.3,0.8,30.2,0.24,1036.0,Medium,Low,High,Medium,High
36.9,23.3,7.9,72.1,1.2,31.5,0.68,2298.1,Medium,Medium,High,High,High
30.9,21.7,3.3,91.0,0.9,21.3,0.25,2074.4,Medium,High,High,High,None
29.3,22.7,2.0,90.0,3.0,32.8,0.34,2087.8,Low,Low,None,Low,High
32.3,23.8,0.6,67.4,4.3,57.7,0.27,1908.8,Low,Medium,Medium,Medium,Low
31.4,24.6,1.4,58.7,4.5,52.5,0.24,1662.0,Medium,Low,High,None,Medium
31.6,19.1,14.9,64.7,2.5,17.3,0.39,1055.0,None,Low,Medium,Low,Low
30.8,21.4,1.8,64.4,7.3,11.5,0.6,1360.5,Low,Medium,High,Medium,Low
28.5,24.4,0.9,59.3,3.3,56.7,0.88,1032.8,None,High,None,Medium,None
28.2,25.9,3.1,58.4,0.8,36.3,0.81,2032.4,None,Low,Low,Low,Medium
39.9,24.9,1.8,88.1,2.8,36.9,0.81,1072.4,None,High,High,None,Medium
33.1,19.7,0.2,48.5,4.5,49.0,0.32,1993.6,None,High,Low,High,None
32.6,18.0,2.0,78.9,3.6,25.7,0.39,1976.8,None,Low,Medium,Low,Medium
36.2,20.9,3.9,53.6,2.6,34.1,0.25,1580.8,Medium,Low,None,High,High
30.6,23.4,4.0,62.2,1.5,58.4,0.74,1029.9,None,Medium,Medium,Medium,Medium
39.4,20.9,2.2,48.1,6.6,43.6,0.25,1335.2,Low,Medium,High,Low,Low
37.4,20.8,3.0,58.5,8.0,17.7,0.59,1344.2,High,None,Low,None,High
29.1,24.4,16.8,83.4,3.0,16.7,0.37,1990.7,High,High,None,None,Medium
33.0,19.6,2.4,89.3,3.4,20.2,0.37,993.4,Low,High,None,High,None
38.5,24.6,1.5,56.1,5.1,48.3,0.89,2209.4,High,Low,High,High,Medium
39.3,20.1,1.4,68.2,5.9,24.8,0.73,2093.7,Low,Medium,Medium,Medium,None
33.6,19.3,3.1,68.5,3.4,11.1,0.79,1116.7,None,None,None,Low,High
35.4,20.5,7.1,88.7,7.3,57.2,0.6,2022.6,High,Low,None,Medium,High
30.0,23.6,1.2,83.1,4.7,18.5,0.81,1936.5,High,High,High,Low,Low
39.9,17.3,6.2,70.7,3.9,10.5,0.65,2071.8,Low,High,High,Medium,Low
30.8,18.0,0.1,78.5,5.4,21.9,0.86,1121.2,Medium,Low,None,Low,Low
39.3,25.5,2.7,87.4,7.6,21.8,0.4,1067.9,Medium,Medium,Low,High,Low
35.8,17.8,7.5,45.5,6.5,31.1,0.62,1202.0,None,Medium,High,Medium,High
35.3,21.7,2.1,65.1,0.8,56.0,0.68,1422.0,None,Low,Medium,Low,Medium
34.2,21.8,4.1,90.4,3.0,54.0,0.48,2149.2,Low,None,High,High,None
30.8,20.9,1.1,82.0,4.0,32.8,0.82,2054.5,High,Medium,Low,Low,High
30.1,22.4,6.8,72.1,2.9,30.5,0.89,2373.3,None,Medium,Medium,None,None
30.6,18.3,0.3,71.5,5.8,37.8,0.55,899.7,High,None,Medium,None,High
30.2,21.5,9.6,62.4,6.7,22.2,0.47,819.6,None,None,High,Medium,Low
37.4,19.7,1.1,71.0,6.0,12.6,0.53,1988.5,Low,None,Low,High,Medium
32.2,22.6,10.4,77.8,7.9,57.0,0.8,1274.8,Medium,Low,None,High,None
28.7,17.4,2.2,65.9,2.5,19.3,0.65,1367.9,Medium,Medium,Low,Medium,Low
39.6,21.7,6.4,80.7,7.1,19.9,0.23,1729.6,None,Low,High,None,High
38.6,17.9,1.9,88.1,6.2,33.6,0.58,974.1,Low,Low,Low,None,Low
39.1,18.8,11.8,52.7,3.2,34.6,0.21,1892.6,Medium,High,Low,Low,High
39.9,18.2,0.7,67.6,6.0,10.9,0.74,1352.8,None,None,Medium,High,Medium
30.1,17.8,1.0,65.4,1.3,17.4,0.43,1875.6,None,Low,None,High,High
32.8,24.3,3.4,79.4,6.4,28.9,0.53,2217.8,Medium,High,None,None,High
37.1,18.9,0.4,57.5,4.5,44.2,0.76,1090.9,Medium,Medium,Low,High,Low
36.4,25.3,1.1,77.0,2.7,21.4,0.23,2382.5,None,Medium,Medium,Medium,Medium
29.8,25.7,14.4,88.9,5.4,31.2,0.31,1702.2,Medium,Low,Medium,None,High
37.8,21.7,18.8,65.9,5.3,37.9,0.48,2369.0,High,None,High,Medium,None
30.7,17.4,2.4,90.6,2.1,54.4,0.36,1153.1,None,Medium,High,High,High
30.7,19.7,12.8,94.7,0.7,26.3,0.44,1827.8,Medium,Medium,Low,Low,Medium
34.4,24.0,3.9,50.3,3.8,16.7,0.9,1486.6,None,None,Medium,High,Medium
35.1,19.7,1.6,56.7,4.8,34.5,0.78,2116.2,None,Low,None,None,None
35.0,16.9,6.1,92.5,7.1,47.3,0.82,1830.0,None,High,None,None,High
29.1,21.6,5.4,92.9,7.5,15.5,0.86,1640.7,Low,None,None,None,Low
38.5,24.5,22.6,49.9,4.5,31.2,0.44,2352.1,High,Low,Low,High,High
31.2,24.0,1.5,45.7,6.2,10.9,0.41,1441.1,Low,Low,None,Low,Medium
29.6,17.8,5.6,53.1,3.8,11.7,0.36,1174.0,Medium,High,Low,High,Low
38.7,22.7,0.3,94.8,6.1,34.1,0.78,1833.8,Low,High,Medium,Medium,High
39.5,18.2,0.6,54.0,2.0,24.9,0.68,1860.8,None,High,Low,Low,High
38.3,18.2,0.0,70.1,3.3,52.3,0.37,1546.5,Medium,Low,Medium,High,High
37.7,24.7,37.6,87.4,5.3,40.1,0.46,1627.2,High,None,Low,Low,Low
35.9,18.5,8.1,46.0,0.6,32.7,0.55,2431.2,High,Low,None,High,Medium
34.6,18.6,7.7,75.2,5.9,30.4,0.57,2045.6,High,Medium,None,None,Medium
29.0,16.0,3.6,58.9,6.8,34.9,0.82,988.0,Low,Medium,None,Medium,Medium
32.9,24.7,1.8,88.1,3.5,12.0,0.47,1160.6,High,High,None,Medium,None
32.5,23.9,0.8,59.2,3.9,54.6,0.84,2458.5,None,Low,Medium,High,Low
31.1,22.3,1.7,79.3,6.9,59.9,0.51,2035.0,Medium,Medium,High,None,High
36.7,23.5,2.4,78.7,6.3,19.1,0.72,2355.6,High,Medium,Low,Medium,Low
34.0,17.5,7.1,56.1,2.7,16.0,0.85,1316.6,None,None,Low,Low,High
29.0,20.6,3.9,46.7,2.9,17.2,0.84,2061.2,Low,Low,High,Low,None
30.6,19.5,0.4,65.5,5.6,43.1,0.24,2013.8,Medium,Medium,None,None,High
36.2,16.9,0.1,59.5,4.7,43.1,0.34,1301.0,Medium,High,None,None,Medium
28.9,20.9,0.5,85.4,1.7,52.4,0.53,1736.4,None,Low,Medium,High,High
38.2,25.2,2.6,85.0,2.8,47.6,0.5,1866.6,High,High,Medium,Medium,Low
33.9,16.4,13.5,67.9,7.2,32.5,0.65,1617.9,Medium,Medium,Medium,Low,High
33.8,18.9,5.1,75.3,5.7,40.6,0.86,2206.2,None,None,Medium,High,Medium
35.1,18.1,8.1,75.2,7.9,44.4,0.28,2215.9,None,None,None,None,Medium
37.9,18.4,3.1,86.4,6.3,35.6,0.52,2246.0,High,None,Low,Medium,None
32.2,25.1,2.2,66.3,7.6,33.8,0.33,2165.8,None,Low,None,High,Medium
36.1,20.7,0.6,58.8,2.1,42.3,0.83,1629.7,None,None,High,High,High
34.8,20.7,10.4,58.3,6.3,37.9,0.88,1448.4,Medium,Low,High,Low,None
31.2,23.6,7.6,71.8,0.7,42.2,0.54,2213.3,Medium,High,Low,Medium,Medium
38.5,17.5,0.9,67.5,5.5,40.6,0.27,1633.3,Medium,Medium,None,Low,None
37.6,20.9,3.6,67.0,4.0,46.0,0.75,1218.8,Low,High,Low,High,High
35.9,20.3,3.3,49.6,3.1,42.1,0.69,1662.5,High,None,None,Medium,High
38.2,22.0,4.9,80.9,7.0,36.0,0.45,1041.1,High,Low,Low,High,Low
38.4,26.0,14.6,55.7,6.9,44.1,0.82,1975.8,Low,Low,Medium,None,None
36.5,23.7,4.3,54.8,0.7,32.5,0.88,1371.1,Medium,High,High,Medium,Medium
38.0,20.0,3.9,65.6,5.1,22.1,0.59,1243.1,High,None,Low,Medium,None
36.4,24.3,0.3,56.4,3.3,10.1,0.6,2426.1,Medium,Low,None,Medium,Low
36.2,17.7,0.3,74.2,3.6,38.0,0.41,2120.7,Medium,Medium,None,Medium,Low
35.4,16.3,1.0,63.6,6.7,39.5,0.61,2138.0,None,Medium,None,High,Low
37.0,18.0,0.2,67.4,2.8,58.6,0.51,1860.3,Medium,High,None,High,None
29.9,19.4,6.8,71.9,7.6,28.1,0.41,2226.6,Medium,None,High,None,None
38.6,21.1,6.4,55.2,1.8,29.7,0.25,2090.6,Medium,Low,None,High,None
38.5,22.2,0.7,52.8,5.5,20.1,0.38,1817.9,High,High,High,None,Medium
28.4,25.1,9.0,89.0,5.5,13.5,0.34,2433.9,None,Medium,Medium,Medium,Medium
37.9,21.1,0.8,66.7,2.4,48.6,0.58,1125.7,None,Low,Medium,High,None
29.5,21.0,1.8,65.6,2.9,22.5,0.62,2403.7,None,None,Low,None,Medium
32.0,16.5,1.4,46.8,6.8,40.4,0.63,1482.4,Medium,High,Medium,High,High
36.9,16.3,2.3,69.9,6.2,44.4,0.47,1698.3,None,High,Low,High,Low
29.9,21.5,1.5,72.7,3.0,33.6,0.49,1008.7,Medium,Medium,Low,Medium,High
37.8,20.4,3.4,72.9,4.5,53.8,0.78,1718.2,Low,High,Low,Low,Medium
38.0,24.4,2.6,80.4,1.0,32.2,0.53,1839.1,Low,Medium,High,Low,None
34.1,17.6,21.6,53.9,2.1,24.2,0.89,2496.1,None,None,Low,High,Low
28.1,16.2,0.3,57.6,4.1,54.8,0.51,2457.8,High,None,Low,None,Medium
31.4,20.5,0.8,85.5,1.1,53.1,0.65,2442.9,Medium,Medium,Low,Medium,Medium
35.4,18.4,0.3,92.4,6.8,18.2,0.24,1392.3,High,Low,None,None,Low
39.8,16.5,4.9,51.8,5.9,11.3,0.66,2485.2,Medium,High,None,None,High
35.6,23.2,0.3,69.9,7.6,14.5,0.8,1574.3,None,Medium,None,High,Medium
31.1,17.1,9.1,55.7,5.7,24.3,0.86,2248.1,None,High,Medium,Low,Low
35.6,22.1,3.6,48.0,7.6,58.6,0.9,1167.7,High,Medium,Low,High,None
34.5,18.8,3.7,61.3,4.7,37.9,0.4,1659.9,Medium,Low,High,Medium,None
37.4,17.7,4.1,52.2,5.0,28.7,0.6,2442.2,None,Low,Medium,Medium,Low
29.3,19.8,0.9,80.5,7.8,54.4,0.52,2410.0,Medium,Low,None,None,Low
37.1,24.0,1.1,71.7,5.3,32.7,0.59,1962.3,Low,High,Medium,High,High
34.5,19.9,1.9,52.2,0.7,25.8,0.31,2156.3,Low,None,Medium,None,Medium
39.6,23.5,4.5,45.5,5.9,57.1,0.8,1099.9,None,High,Medium,Medium,None
32.1,17.3,1.2,85.4,7.3,52.5,0.84,2026.8,High,High,Medium,Low,Medium
35.6,23.7,0.6,53.8,6.5,52.2,0.51,1850.7,None,Medium,Medium,Low,None
39.2,18.4,17.6,75.3,4.9,35.6,0.4,955.6,Low,Low,None,Medium,Low
29.2,22.8,0.1,61.8,5.5,49.5,0.3,992.4,Low,None,Medium,Medium,High
39.2,21.7,8.1,74.3,7.9,19.0,0.68,984.4,None,Low,Low,None,Low
36.3,25.3,7.8,60.8,1.2,38.7,0.42,2031.4,Medium,None,Medium,Low,High
28.8,19.9,1.8,49.3,5.5,59.2,0.84,1040.9,None,Low,None,High,High
31.6,16.7,0.7,56.1,2.6,24.5,0.67,1595.1,Low,None,High,Low,Medium
36.5,16.2,0.8,54.4,5.3,49.7,0.65,1406.9,High,Medium,Low,None,None
28.8,24.3,6.0,66.4,5.1,34.5,0.59,1735.9,Low,Low,Medium,Low,Low
